City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,vila velha,-20.3297,-40.2925,26.08,82,0,2.68,BR,1702343599
353,tynda,55.1667,124.7167,-38.99,97,18,1.66,RU,1702343395
354,ta`u,-14.2336,-169.5144,26.53,89,96,8.43,AS,1702343657
355,sisimiut,66.9395,-53.6735,-0.92,94,100,6.66,GL,1702343658
356,prunedale,36.7758,-121.6697,15.84,80,0,3.6,US,1702343658
357,charters towers,-20.1,146.2667,29.25,57,74,8.77,AU,1702343659
358,bull savanna,17.8868,-77.5902,24.59,86,100,3.64,JM,1702343659
359,pontianak,-0.0333,109.3333,26.66,88,20,2.06,ID,1702343660
360,tabas,33.5959,56.9244,11.71,37,98,1.08,IR,1702343661
361,erdenet,49.0333,104.0833,-26.36,99,100,0.62,MN,1702343662
362,saint-pierre,-21.3393,55.4781,21.98,78,0,2.06,RE,1702343094
363,paracuru,-3.41,-39.0306,27.84,78,4,5.5,BR,1702343663
364,kisangani,0.5167,25.2,21.92,98,100,0.93,CD,1702343663
365,torres,-29.3353,-49.7269,21.03,88,88,3.52,BR,1702343664
366,mulayjah,27.271,48.4242,18.46,36,81,1.35,SA,1702343664
367,kalach-na-donu,48.691,43.5264,-3.8,66,100,10.61,RU,1702343665
368,greymouth,-42.4667,171.2,13.64,59,79,9.24,NZ,1702343665
369,tongouson,5.0214,120.1328,27.99,77,47,2.9,PH,1702343666
370,vila do maio,15.1333,-23.2167,22.44,64,67,6.3,CV,1702343666
371,castlegar,49.2998,-117.6689,0.38,95,44,1.02,CA,1702343667
372,la foa,-21.7108,165.8276,28.22,50,96,4.95,NC,1702343667
373,daru,-9.0763,143.2092,31.55,61,8,3.18,PG,1702343668
374,edson,53.5835,-116.4356,-6.92,93,100,2.06,CA,1702343668
375,rubio,7.7013,-72.3557,20.81,83,23,1.21,VE,1702343669
376,rokytne,51.2796,27.214,0.95,92,96,3.59,UA,1702343670
377,celestun,20.8667,-90.4,22.6,62,100,6.33,MX,1702343670
378,gubkinskiy,64.434,76.5026,-26.65,86,100,5.43,RU,1702343670
379,tres coroas,-29.5169,-50.7778,22.27,93,0,1.7,BR,1702343578
380,bandiagara,14.3501,-3.6104,21.26,17,0,5.05,ML,1702343672
381,souillac,-20.5167,57.5167,25.21,78,75,3.6,MU,1702343673
382,nouadhibou,20.931,-17.0347,20.99,40,46,3.09,MR,1702343673
383,san luis de la loma,17.2706,-100.8939,26.46,76,100,0.71,MX,1702343100
384,sault ste. marie,46.5168,-84.3333,-1.69,84,100,2.06,CA,1702343653
385,batang,-6.4846,110.7083,28.79,58,27,4.03,ID,1702343675
386,mikuni,36.2171,136.1519,11.95,91,100,4.98,JP,1702343675
387,zheshart,62.0731,49.5733,-14.41,93,100,5.25,RU,1702343675
388,yongbyon,39.8133,125.8042,-5.23,86,93,2.21,KP,1702343676
389,birjand,32.8663,59.2211,0.26,51,0,2.06,IR,1702343676
390,lepsy,46.235,78.9456,-13.25,82,100,7.35,KZ,1702343104
391,rio gallegos,-51.6226,-69.2181,11.03,71,75,6.69,AR,1702343677
392,san patricio,28.017,-97.5169,17.91,52,100,3.05,US,1702343677
393,cidade velha,14.9167,-23.6167,22.26,83,52,3.09,CV,1702343678
394,faya-largeau,17.9257,19.1043,17.81,39,0,9.63,TD,1702343678
395,juan l. lacaze,-34.4333,-57.4167,22.33,65,91,6.69,UY,1702343679
396,rio preto da eva,-2.6994,-59.6997,23.91,98,100,0.88,BR,1702343679
397,nagqu,31.5,92.0,-15.01,62,100,2.23,CN,1702343080
398,callao,-12.0667,-77.15,22.62,77,20,4.63,PE,1702343680
399,dubbo,-32.25,148.6167,31.07,37,5,2.57,AU,1702343681
400,markovo,57.3206,107.0881,-32.22,99,97,0.34,RU,1702343681
401,yerofey pavlovich,53.9667,121.9667,-30.98,87,14,1.36,RU,1702343682
402,qingnian,36.8456,115.7117,-3.13,86,9,0.61,CN,1702343682
403,copala,16.65,-98.9833,26.35,70,100,1.83,MX,1702343089
404,sanming,26.2486,117.6186,15.84,89,95,1.59,CN,1702343683
405,kingscliff,-28.2667,153.5667,29.29,47,75,5.14,AU,1702343103
406,palmer,42.1584,-72.3287,3.34,61,54,2.24,US,1702343556
407,mar del plata,-38.0023,-57.5575,19.9,89,80,12.07,AR,1702343602
408,manakara,-22.1333,48.0167,23.7,93,96,2.03,MG,1702343685
409,floro,61.5996,5.0328,5.54,69,7,4.63,NO,1702343686
410,naze,28.3667,129.4833,19.51,82,98,6.59,JP,1702343098
411,da nang,16.0678,108.2208,23.99,88,20,1.03,VN,1702343613
412,sakaiminato,35.55,133.2333,13.99,88,75,7.72,JP,1702343687
413,cooma,-36.2333,149.1333,27.57,47,100,2.39,AU,1702343687
414,vrangel',42.7297,133.0839,-7.15,37,23,4.57,RU,1702343688
415,sao geraldo do araguaia,-6.4006,-48.555,23.74,95,87,0.56,BR,1702343516
416,arraial do cabo,-22.9661,-42.0278,22.98,94,100,0.51,BR,1702343689
417,soustons,43.7533,-1.3278,16.39,75,100,2.79,FR,1702343689
418,dolores,-36.3132,-57.6792,17.62,93,2,4.04,AR,1702343689
419,sinabang,2.4803,96.3801,25.82,86,100,2.16,ID,1702343690
420,mata-utu,-13.2816,-176.1745,27.53,75,100,4.94,WF,1702343690
421,altay,47.8667,88.1167,-10.55,92,97,1.16,CN,1702343691
422,lerwick,60.1545,-1.1494,5.0,71,95,3.4,GB,1702343691
423,verkhnevilyuysk,63.4453,120.3167,-29.35,97,99,2.68,RU,1702343691
424,hegang,47.4,130.3667,-20.76,74,29,1.35,CN,1702343402
425,makinsk,52.6292,70.4169,-28.93,94,6,5.25,KZ,1702343692
426,tchibanga,-2.85,11.0333,22.62,98,100,0.5,GA,1702343692
427,'ayn al 'arab,36.8932,38.3651,10.23,97,27,3.27,SY,1702343693
428,redland bay,-27.6134,153.3024,30.26,57,86,4.23,AU,1702343693
429,woolgoolga,-30.1106,153.2007,28.91,63,50,3.58,AU,1702343693
430,carloforte,39.145,8.3058,16.76,89,9,2.39,IT,1702343098
431,chernyshevskiy,63.0128,112.4714,-32.15,100,100,1.03,RU,1702343694
432,urangan,-25.3,152.9,26.19,60,18,6.12,AU,1702343694
433,chipinge,-20.1883,32.6236,17.24,90,100,1.06,ZW,1702343695
434,meulaboh,4.1363,96.1285,24.55,93,100,1.56,ID,1702343695
435,dunedin,-45.8742,170.5036,11.0,68,91,4.02,NZ,1702343695
436,xinyuan,37.3,99.0,-14.98,54,38,1.08,CN,1702343696
437,arinos,-15.9169,-46.1056,25.27,60,37,1.75,BR,1702343472
438,vilyuchinsk,52.9306,158.4028,-4.85,80,24,2.67,RU,1702343696
439,chichiriviche,10.9333,-68.2772,26.25,88,7,4.82,VE,1702343697
440,taro,-8.3862,115.28,26.03,61,49,1.08,ID,1702343697
441,qala i naw,34.9874,63.1289,5.12,84,100,1.83,AF,1702343697
442,prince rupert,54.3161,-130.3201,4.83,79,0,10.29,CA,1702343697
443,bel ombre,-4.6167,55.4167,25.91,89,75,1.54,SC,1702343698
444,es castell,39.8795,4.2854,14.38,100,40,2.06,ES,1702343698
445,inarajan village,13.2736,144.7484,31.54,83,25,6.83,GU,1702343698
446,freetown,8.484,-13.2299,26.28,79,67,2.62,SL,1702343558
447,corralillo,22.9819,-80.5856,22.62,75,99,5.3,CU,1702343699
448,sao raimundo nonato,-9.0153,-42.6994,26.09,54,88,1.08,BR,1702343583
449,iloilo,10.6969,122.5644,28.23,77,56,7.18,PH,1702343700
450,chadron,42.8294,-102.9999,3.82,70,100,4.63,US,1702343700
451,kuala belait,4.5833,114.1833,26.09,76,9,1.51,BN,1702343104
452,bagar,28.1874,75.5005,13.54,39,1,2.08,IN,1702343701
453,pemangkat,1.1667,108.9667,26.5,83,70,2.14,ID,1702343701
454,huangnihe,43.5583,128.0239,-13.78,62,6,1.81,CN,1702343702
455,bozeman,45.6796,-111.0386,0.51,88,100,3.13,US,1702343700
456,polyarnyy,69.1989,33.4478,-14.74,95,29,5.17,RU,1702343704
457,flen,59.0583,16.5878,-0.95,88,96,4.12,SE,1702343704
458,la junta,37.985,-103.5438,6.16,39,0,5.14,US,1702343705
459,olhao,37.0286,-7.8411,16.72,94,75,2.57,PT,1702343618
460,george town,5.4112,100.3354,27.96,83,20,1.03,MY,1702343706
461,nianzishan,47.5167,122.8833,-20.45,79,15,1.11,CN,1702343707
462,mocimboa,-11.3167,40.35,25.24,91,100,1.62,MZ,1702343707
463,montagu,-40.7667,144.9667,17.89,77,100,5.86,AU,1702343708
464,walvis bay,-22.9575,14.5053,16.72,90,11,1.13,NA,1702343708
465,bilecik,40.0,30.1667,2.38,88,7,1.04,TR,1702343709
466,cabo san lucas,22.8909,-109.9124,24.86,70,0,2.06,MX,1702343134
467,rauma,61.1272,21.5113,-6.98,93,99,3.98,FI,1702343710
468,enterprise,36.0252,-115.2419,12.12,22,40,1.54,US,1702343574
469,lufkin,31.3382,-94.7291,10.59,62,0,0.0,US,1702343114
470,puerto baquerizo moreno,-0.9,-89.6,24.17,86,40,3.59,EC,1702343712
471,touros,-5.1989,-35.4608,26.56,75,0,6.19,BR,1702343713
472,kitimat,54.0524,-128.6534,0.51,33,11,0.28,CA,1702343714
473,saldanha,-33.0117,17.9442,16.92,85,97,10.5,ZA,1702343714
474,taunsa,30.7048,70.6505,13.85,29,6,3.04,PK,1702343714
475,mosfellsbaer,64.1667,-21.7,-2.99,86,0,1.03,IS,1702343715
476,torghay,49.6339,63.4981,-25.94,75,5,7.76,KZ,1702343716
477,muhammadabad,25.6333,83.75,13.41,40,0,1.21,IN,1702343717
478,calvinia,-31.4707,19.776,13.4,56,0,2.55,ZA,1702343588
479,miguel ahumada,30.6167,-106.5167,12.95,23,100,2.49,MX,1702343718
480,vanino,49.0869,140.2543,-17.26,61,22,4.26,RU,1702343718
481,eydhafushi,5.1033,73.0708,26.7,80,99,5.39,MV,1702343719
482,pechenizhyn,48.5155,24.8942,1.16,82,80,2.22,UA,1702343719
483,gilgit,35.9221,74.3087,3.13,37,96,0.93,PK,1702343720
484,jogeva,58.7467,26.3939,-3.95,96,100,3.31,EE,1702343721
485,maracaibo,10.6317,-71.6406,27.81,75,0,6.34,VE,1702343721
486,camayenne,9.535,-13.6878,27.62,69,6,2.0,GN,1702343722
487,paraty,-23.2178,-44.7131,22.85,98,100,1.95,BR,1702343722
488,la'ie,21.6477,-157.9253,29.66,73,29,3.13,US,1702343723
489,al wafrah,28.6392,47.9306,19.32,32,100,1.92,KW,1702343723
490,colares,38.7992,-9.4469,19.07,98,100,6.26,PT,1702343724
491,assare,-6.8744,-39.875,24.92,45,23,1.08,BR,1702343724
492,cheremushki,52.8356,91.3944,-28.75,99,66,0.76,RU,1702343725
493,demopolis,32.5176,-87.8364,2.97,75,0,0.0,US,1702343701
494,cidreira,-30.1811,-50.2056,21.17,81,1,7.96,BR,1702343727
495,sawakin,19.1059,37.3321,26.08,78,7,0.16,SD,1702343727
496,rengasdengklok,-6.1592,107.2981,29.07,71,15,1.78,ID,1702343728
497,mont-joli,48.5839,-68.1921,-2.28,100,100,8.23,CA,1702343728
498,xilin hot,43.9667,116.0333,-15.6,89,100,1.27,CN,1702343729
499,quatre cocos,-20.2078,57.7625,25.06,71,86,4.81,MU,1702343730
500,guanica,17.9716,-66.908,26.7,60,0,3.59,PR,1702343730
501,shiyan,32.6475,110.7781,4.28,93,100,1.79,CN,1702343437
502,shepparton,-36.3833,145.4,33.23,30,100,5.94,AU,1702343732
503,weno,7.4515,151.8468,25.97,94,100,4.12,FM,1702343732
504,fortuna,40.5982,-124.1573,12.21,94,100,5.14,US,1702343733
505,mahbubabad,17.6167,80.0167,17.14,83,51,0.79,IN,1702343734
506,labasa,-16.4167,179.3833,29.73,46,46,2.58,FJ,1702343734
507,shetpe,44.1667,52.1167,-12.64,88,100,9.18,KZ,1702343735
508,broome,42.2506,-75.833,0.5,88,100,4.12,US,1702343735
509,tindouf,27.6711,-8.1474,15.26,32,89,4.41,DZ,1702343736
510,hithadhoo,-0.6,73.0833,27.35,77,93,2.4,MV,1702343736
511,sabang,5.8933,95.3214,27.04,77,86,0.67,ID,1702343737
512,termoli,41.9888,14.9895,12.23,82,100,2.85,IT,1702343738
513,geraldton,-28.7667,114.6,34.23,12,0,7.72,AU,1702343738
514,pangoa,-12.1167,-73.0,21.31,98,100,1.35,PE,1702343739
515,westwood,42.214,-71.2245,4.64,74,0,5.14,US,1702343740
516,murzuq,25.9155,13.9184,11.43,46,0,2.74,LY,1702343740
517,belyayevka,51.3974,56.4096,-24.21,83,6,5.67,RU,1702343740
518,idri,27.5,13.2667,12.21,39,0,3.74,LY,1702343741
519,nuku'alofa,-21.1333,-175.2,29.19,61,40,5.66,TO,1702343742
520,barda,40.3744,47.1267,6.82,82,100,3.58,AZ,1702343743
521,salavan,15.7167,106.4167,24.85,75,93,1.38,LA,1702343743
522,mawu,29.5923,107.3139,12.32,90,97,0.68,CN,1702343744
523,gwadar,25.1216,62.3254,23.02,33,100,3.67,PK,1702343745
524,santa cruz,-17.8,-63.1667,26.7,74,73,2.57,BO,1702343704
525,kassala,15.451,36.4,25.58,33,3,2.67,SD,1702343746
526,zykovo,55.9519,93.1461,-36.32,100,48,0.93,RU,1702343746
527,darhan,49.4867,105.9228,-28.24,100,97,0.43,MN,1702343746
528,funtua,11.5233,7.3081,12.73,37,2,4.26,NG,1702343747
529,bor,56.3567,44.0669,-10.86,93,100,8.15,RU,1702343747
530,yichun,47.7,128.9,-24.17,83,15,0.65,CN,1702343748
531,novyy urengoy,66.0833,76.6333,-25.2,86,100,5.3,RU,1702343748
532,bargarh,21.3333,83.6167,15.35,67,6,1.11,IN,1702343749
533,lengshuitan,26.4111,111.5956,7.23,73,98,2.44,CN,1702343749
534,coahuayana de hidalgo,18.7,-103.6583,25.24,75,3,0.8,MX,1702343749
535,yardimli,38.9206,48.2372,4.56,96,99,1.42,AZ,1702343750
536,kourou,5.1552,-52.6478,27.03,88,18,2.85,GF,1702343750
537,russkiy kameshkir,52.8589,46.0892,-13.75,83,100,9.57,RU,1702343750
538,el calafate,-50.3408,-72.2768,9.9,59,99,4.66,AR,1702343751
539,vallenar,-28.5708,-70.7581,20.33,51,0,1.07,CL,1702343751
540,tremp,42.167,0.8949,10.29,80,99,2.02,ES,1702343752
541,punta del este,-34.9667,-54.95,20.06,85,0,4.63,UY,1702343752
542,guiratinga,-16.3494,-53.7583,22.32,93,88,2.82,BR,1702343752
543,nogliki,51.8333,143.1667,-22.03,93,3,4.02,RU,1702343753
544,timbuktu,16.7735,-3.0074,20.22,21,0,5.29,ML,1702343753
545,azul,-36.777,-59.8585,18.42,65,6,4.43,AR,1702343754
546,nampula,-15.1165,39.2666,21.63,87,33,1.53,MZ,1702343754
547,pisco,-13.7,-76.2167,20.03,83,0,7.72,PE,1702343754
548,hirara,24.8,125.2833,22.92,94,75,9.77,JP,1702343754
549,yakeshi,49.2833,120.7333,-35.81,100,74,0.98,CN,1702343755
550,rockport,28.0206,-97.0544,18.0,78,0,3.09,US,1702343755
551,sirte,31.2089,16.5887,17.98,65,1,4.34,LY,1702343755
552,santana,-0.0583,-51.1817,29.1,74,40,4.12,BR,1702343649
553,borogontsy,62.6683,131.1683,-35.29,99,100,0.6,RU,1702343756
554,choyr,46.3611,108.3611,-20.41,93,83,1.94,MN,1702343756
555,buala,-8.145,159.5921,29.45,66,100,0.79,SB,1702343757
556,abbeville,50.1,1.8333,9.16,94,100,3.69,FR,1702343758
